RANK,SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,Type,UID,Population Sum,% of Population,Total
1146,50,42,117,0,0,0,0,A,Tioga County,Pennsylvania,41046,41014,41335,41106,County,Tioga County_Pennsylvania_41046_41014_41335_41106,298541178,90.53%,
1147,50,26,57,0,0,0,0,A,Gratiot County,Michigan,41752,41667,41269,41100,County,Gratiot County_Michigan_41752_41667_41269_41100,298582278,90.54%,
1148,50,16,57,0,0,0,0,A,Latah County,Idaho,39518,39629,40397,40978,County,Latah County_Idaho_39518_39629_40397_40978,298623256,90.56%,
1149,50,1,123,0,0,0,0,A,Tallapoosa County,Alabama,41316,41286,41132,40977,County,Tallapoosa County_Alabama_41316_41286_41132_40977,298664233,90.57%,
1150,50,37,139,0,0,0,0,A,Pasquotank County,North Carolina,40568,40577,40746,40938,County,Pasquotank County_North Carolina_40568_40577_40746_40938,298705171,90.58%,
1151,50,55,115,0,0,0,0,A,Shawano County,Wisconsin,40886,40873,40812,40886,County,Shawano County_Wisconsin_40886_40873_40812_40886,298746057,90.59%,
1152,50,18,87,0,0,0,0,A,LaGrange County,Indiana,40444,40530,40538,40866,County,LaGrange County_Indiana_40444_40530_40538_40866,298786923,90.61%,
1153,50,26,107,0,0,0,0,A,Mecosta County,Michigan,39713,39792,40057,40720,County,Mecosta County_Michigan_39713_39792_40057_40720,298827643,90.62%,
1154,50,26,151,0,0,0,0,A,Sanilac County,Michigan,40619,40502,40604,40657,County,Sanilac County_Michigan_40619_40502_40604_40657,298868300,90.63%,
1155,50,29,91,0,0,0,0,A,Howell County,Missouri,39748,39793,39980,40631,County,Howell County_Missouri_39748_39793_39980_40631,298908931,90.64%,
1156,50,39,135,0,0,0,0,A,Preble County,Ohio,40998,41001,40894,40596,County,Preble County_Ohio_40998_41001_40894_40596,298949527,90.65%,
1157,50,13,213,0,0,0,0,A,Murray County,Georgia,39982,40012,40032,40472,County,Murray County_Georgia_39982_40012_40032_40472,298989999,90.67%,
1158,50,12,93,0,0,0,0,A,Okeechobee County,Florida,39636,39642,40044,40412,County,Okeechobee County_Florida_39636_39642_40044_40412,299030411,90.68%,
1159,50,29,225,0,0,0,0,A,Webster County,Missouri,39085,39002,39580,40335,County,Webster County_Missouri_39085_39002_39580_40335,299070746,90.69%,
1160,50,23,27,0,0,0,0,A,Waldo County,Maine,39596,39654,39984,40241,County,Waldo County_Maine_39596_39654_39984_40241,299110987,90.70%,
1161,50,51,93,0,0,0,0,A,Isle of Wight County,Virginia,38610,38702,39393,40151,County,Isle of Wight County_Virginia_38610_38702_39393_40151,299151138,90.72%,
1162,50,27,99,0,0,0,0,A,Mower County,Minnesota,40034,40054,40214,40140,County,Mower County_Minnesota_40034_40054_40214_40140,299191278,90.73%,
1163,50,51,109,0,0,0,0,A,Louisa County,Virginia,37603,37798,39032,40116,County,Louisa County_Virginia_37603_37798_39032_40116,299231394,90.74%,
1164,50,35,39,0,0,0,0,A,Rio Arriba County,New Mexico,40359,40269,40249,40048,County,Rio Arriba County_New Mexico_40359_40269_40249_40048,299271442,90.75%,
1165,50,39,123,0,0,0,0,A,Ottawa County,Ohio,40355,40287,40156,39978,County,Ottawa County_Ohio_40355_40287_40156_39978,299311420,90.76%,
1166,50,19,127,0,0,0,0,A,Marshall County,Iowa,40104,40093,39899,39879,County,Marshall County_Iowa_40104_40093_39899_39879,299351299,90.78%,
1167,50,42,83,0,0,0,0,A,McKean County,Pennsylvania,40426,40392,40292,39866,County,McKean County_Pennsylvania_40426_40392_40292_39866,299391165,90.79%,
1168,50,22,95,0,0,0,1,A,St. John the Baptist Parish,Louisiana,42477,42355,42021,39864,Parish,St. John the Baptist Parish_Louisiana_42477_42355_42021_39864,299431029,90.80%,
